item_a,item_b,co_occurrence
Morbid Obesity Surgery,Obesity,1
Scoring Systems,Trauma,1
Splenic Injury Management,Trauma,1
Laparoscopic Complications,Laparoscopy,1
Laparoscopic Complications,Obstetric Complications,1
Laparoscopy,Obstetric Complications,1
Infectious Diseases,Splenomegaly,1
ITP,Splenectomy,1
ITP,Surgical Management Of Itp,1
ITP,Surgical Management of ITP,1
Splenectomy,Surgical Management Of Itp,1
Splenectomy,Surgical Management of ITP,1
Surgical Management Of Itp,Surgical Management of ITP,1
Abdominal Aortic Aneurysm,Aortic Aneurysm,1
SAH Prognostic Scales,Sah Prognostic Scales,1
SAH Prognostic Scales,Scoring Systems,1
SAH Prognostic Scales,Subarachnoid Hemorrhage,1
Sah Prognostic Scales,Scoring Systems,1
Sah Prognostic Scales,Subarachnoid Hemorrhage,1
Scoring Systems,Subarachnoid Hemorrhage,1
Child Health,Child Mortality Determinants,1
Child Mortality Determinants,Public Health,1
Neonatal Surgery,Neonatology,1
Neonatal Surgery,Paediatric Surgery,1
Hypertension,Neurology,1
Endocrinology,Metabolic Disorders,1
Bacterial Meningitis,Meningitis,1
Infectious Diseases,Pediatric Sinusitis,1
Pediatric Sinusitis,Pulmonology,1
Genetic Disorders,Muscular Dystrophies,1
Genetic Disorders,Neuromuscular Disorders,1
Muscular Dystrophies,Neuromuscular Disorders,1
Bone Metabolism,Vitamin C Deficiency,1
Bone Metabolism,Vitamins & Nutrition,1
Vitamin C Deficiency,Vitamins & Nutrition,1
Antiepileptic Drug Contraindications,Antiepileptic Drugs,1
Antiepileptic Drug Contraindications,Epilepsy Syndromes,1
Antiepileptic Drugs,Epilepsy Syndromes,1
Genetic Disorders,Neurocutaneous Syndromes,1
Genetic Disorders,Tuberous Sclerosis,1
Neurocutaneous Syndromes,Tuberous Sclerosis,1
Androgen Insensitivity Syndrome,Endocrinology,1
Androgen Insensitivity Syndrome,Growth & Development,1
Amenorrhea,Post-Abortion Complications,1
Amenorrhea,Secondary Amenorrhea,1
Post-Abortion Complications,Secondary Amenorrhea,1
Infertility,Menstrual Cycle,1
Amenorrhea,Congenital Anomalies,1
Amenorrhea,Reproductive,1
Congenital Anomalies,Reproductive,1
Cervical Cancer,HPV,1
Genitourinary Fistulas,Post-operative Complications,1
Genitourinary Fistulas,Vesicovaginal Fistula,1
Post-operative Complications,Vesicovaginal Fistula,1
Antenatal Care,Gestational Trophoblastic Disease,1
Antenatal Care,Hydatidiform Mole,1
Gestational Trophoblastic Disease,Invasive Mole,1
Hydatidiform Mole,Invasive Mole,1
Cervical Precancerous Lesions,Neoplasia,1
Cervical Precancerous Lesions,PAP Smear,1
Neoplasia,PAP Smear,1
Gynaecological Cancers,Gynaecological Malignancies,1
Gynaecological Cancers,Sentinel Lymph Node Biopsy,1
Gynaecological Malignancies,Sentinel Lymph Node Biopsy,1
Polycystic Ovarian Syndrome,Reproductive,1
Congenital Anomalies,Neural Tube Defects,1
Congenital Anomalies,Prenatal Diagnosis,1
Neural Tube Defects,Prenatal Diagnosis,1
Alpha-Fetoprotein,Alpha-fetoprotein,1
Alpha-Fetoprotein,Neoplasia,1
Alpha-fetoprotein,Neoplasia,1
Antenatal Care,Multiple Gestation,1
Multiple Gestation,Ultrasound,1
Genetics & Molecular Biology,Obstetric Complications,1
Genetics & Molecular Biology,Prenatal Screening,1
Obstetric Complications,Prenatal Screening,1
Fetal Conditions,Neonatology,1
Fetal Conditions,Obstetric Complications,1
Antimicrobial Resistance,Bacterial Pathogenesis,1
Bacterial Pathogenesis,Infectious Diseases,1
Eye Anatomy,Inflammation & Healing,1
Cornea & Refractive,Eye Diseases,1
Lysosomal Storage Disorders,Ocular Manifestations,1
Pupillary Reflexes,Visual Pathway,1
Congenital Syndromes,Cranial Nerve Palsies,1
Congenital Syndromes,Eyelid Disorders,1
Cranial Nerve Palsies,Eyelid Disorders,1
Audiology,Hearing Mechanisms,1
Audiology,Inner Ear Physiology,1
Hearing Mechanisms,Inner Ear Physiology,1
Cornea & Refractive,Eye Banking,1
Cornea & Refractive,Surgical Techniques,1
Eye Banking,Surgical Techniques,1
Drug therapy,Otology,1
Drug therapy,Otosclerosis,1
Electrophysiology,Neuro-ophthalmology,1
Electrophysiology,Ophthalmic investigations,1
Neuro-ophthalmology,Ophthalmic investigations,1
CSF leak,Diagnosis,1
CSF leak,Rhinology,1
Diagnosis,Rhinology,1
Neuro-Otology,Neuro-otology,1
Neuro-Otology,Neuroanatomy,1
Neuro-Otology,Vestibular schwannoma,1
Neuro-otology,Neuroanatomy,1
Neuro-otology,Vestibular schwannoma,1
Neuroanatomy,Vestibular schwannoma,1
Airway Management,Head And Neck Oncology,1
Airway Management,Head and Neck Oncology,1
Airway Management,Nasopharyngeal carcinoma,1
Head And Neck Oncology,Nasopharyngeal carcinoma,1
Head and Neck Oncology,Nasopharyngeal carcinoma,1
Laryngeal anatomy,Larynx Anatomy,1
Laryngeal anatomy,Ligaments,1
Larynx Anatomy,Ligaments,1
Bronchoscopy,Pulmonology,1
Endocrine Pharmacology,Laryngeal Disorders,1
Endocrine Pharmacology,Throat & Larynx,1
Laryngeal Disorders,Throat & Larynx,1
Laryngeal Procedures,Laryngeal Surgery,1
Laryngeal Procedures,Surgical Instruments,1
Laryngeal Surgery,Surgical Instruments,1
Joints & Arthritis,Knee Anatomy,1
Cartilage Physiology,Geriatrics,1
Cartilage Physiology,Joints & Arthritis,1
Geriatrics,Joints & Arthritis,1
SUBJ:Orthopedics,SUBJ:Physiology,1
Arthroplasty,Hip Arthroplasty,1
Hip Arthroplasty,Joints & Arthritis,1
Cardiology,Postoperative Complications,1
Postoperative Complications,Pulmonary Embolism,1
Congenital Anomalies,Spine,1
Spinal Deformities,Spine,1
Congenital Anomalies,Scoliosis,1
Spinal Cord Injuries,Spinal Cord Injury,1
Spinal Cord Injuries,Trauma,1
Spinal Cord Injury,Trauma,1
Gynecologic Oncology,Sarcomas,1
Rotator Cuff,Shoulder Clinical Tests,1
Rotator Cuff,Shoulder Examination,1
Shoulder Clinical Tests,Shoulder Examination,1
Median Nerve,Peripheral Nerves,1
Median Nerve,Upper Limb,1
Bone Pathology,Endocrine,1
Bone Pathology,Metabolic Bone Disease,1
Endocrine,Metabolic Bone Disease,1
Drug Induced Pigmentation,Drug Side Effects,1
Drug Induced Pigmentation,Pigmentation,1
Drug Side Effects,Pigmentation,1
Dermatology,Pustular Psoriasis,1
Obstetric Complications,Pustular Psoriasis,1
Histopathology Stains,Microbiology,1
Histopathology Stains,Systemic Pathology,1
General Medicine,Papulosquamous,1
Epidemiology,Radiation Biology,1
Interventional Radiology,Radiation Biology,1
Interventional Radiology,Pediatric Cardiac Imaging,1
Neonatology,Pediatric Cardiac Imaging,1
Physics,Radiation Safety,1
Physics,Radiation Physics,1
Epidemiology,Radiation Safety,1
Acute Kidney Injury,General Medicine,1
Acute Kidney Injury,Interventional Radiology,1
Behavioral therapy,Psychotherapy,1
Health psychology,Psychotherapy,1
Psychotic disorders,Substance Related Disorders,1
Psychotic disorders,Substance Use,1
Substance Related Disorders,Substance Use,1
Autism spectrum disorder,Child And Adolescent Psychiatry,1
Autism spectrum disorder,Child and Adolescent Psychiatry,1
Autism spectrum disorder,Growth & Development,1
Child And Adolescent Psychiatry,Growth & Development,1
Child and Adolescent Psychiatry,Growth & Development,1
Cognitive behavioral therapy,Psychotherapy,1
Cognitive behavioral therapy,Thought disorders,1
Psychotherapy,Thought disorders,1
Emergency Psychiatry,Emergency psychiatry,1
Emergency Psychiatry,Suicide risk assessment,1
Emergency psychiatry,Suicide risk assessment,1
Lymphatic system,Pelvic Anatomy,1
Lymphatic system,Reproductive,1
Geriatric Psychiatry,Mood Disorders,1
Neurology,Stroke,1
Stroke,Vascular,1
Abdominal Anatomy,Liver Anatomy,1
Bone Classification,Head and Neck,1
Bone Classification,Osteology,1
Head and Neck,Osteology,1
Lower Limb,Peripheral Nervous System,1
Peripheral Nerves,Peripheral Nervous System,1
Brachial Plexus,Peripheral Nervous System,1
Musculoskeletal Anatomy,Vascular,1
Congenital Anomalies,Growth & Development,1
Congenital Anomalies,Thoracic Anatomy,1
Growth & Development,Thoracic Anatomy,1
Genitourinary Anatomy,Male Genitourinary System,1
Histology,Musculoskeletal Anatomy,1
Joints & Arthritis,Musculoskeletal Anatomy,1
Female Genital Anatomy,Pelvic Anatomy,1
Female Genital Anatomy,Pelvic Viscera,1
Pelvic Anatomy,Pelvic Viscera,1
Neuroanatomy,Ventricular System,1
Dermatology,Embryology,1
Dermatology,Growth & Development,1
Musculoskeletal Anatomy,Peripheral Nerves,1
Brain Vasculature,Brain vasculature,1
Brain Vasculature,Neuroanatomy,1
Brain vasculature,Neuroanatomy,1
Arteries,Head and Neck Anatomy,1
Arteries,Neck Anatomy,1
Arteries,Neck anatomy,1
Head and Neck Anatomy,Neck Anatomy,1
Head and Neck Anatomy,Neck anatomy,1
Neck Anatomy,Neck anatomy,1
Neuroanatomy,Spinal Nerve Lesions,1
Neuroanatomy,Spinal nerve lesions,1
Neuroanatomy,Spinal nerves,1
Spinal Nerve Lesions,Spinal nerve lesions,1
Spinal Nerve Lesions,Spinal nerves,1
Spinal nerve lesions,Spinal nerves,1
Abdominal Anatomy,Pancreas Anatomy,1
Abdominal Anatomy,Pancreas anatomy,1
Abdominal Anatomy,Pancreas relations,1
Pancreas Anatomy,Pancreas anatomy,1
Pancreas Anatomy,Pancreas relations,1
Pancreas anatomy,Pancreas relations,1
Cranial nerves,Mandibular Nerve Branches,1
Cranial nerves,Mandibular nerve branches,1
Mandibular Nerve Branches,Mandibular nerve branches,1
Mandibular Nerve Branches,Neuroanatomy,1
Mandibular nerve branches,Neuroanatomy,1
Carbohydrate Metabolism,Energy expenditure,1
Carbohydrate Metabolism,Energy metabolism,1
Energy Metabolism,Energy expenditure,1
Energy expenditure,Energy metabolism,1
Endocrinology,Receptors,1
Receptors,Renal,1
Gastrointestinal,Smooth Muscle,1
Neurotransmitters,Smooth Muscle,1
Fluid Dynamics,Pulmonology,1
Cardiology,Pathophysiology,1
Heart Failure,Pathophysiology,1
Cell Biology,Phagocytosis,1
Carbohydrate Metabolism,Coenzymes,1
Gene Expression,Immunology,1
Protein Metabolism,Vitamin K Metabolism,1
Carbohydrate Metabolism,Metabolic Disorders,1
Glucose Homeostasis,Metabolic Disorders,1
Biotechnology,Hybridoma Technology,1
Hybridoma Technology,Immunology,1
Nitrogen Metabolism,Protein Metabolism,1
Nitrogen Metabolism,Urea Cycle,1
Biotechnology,Recombinant DNA Technology,1
Biotechnology,Recombinant Dna Technology,1
Genetics & Molecular Biology,Recombinant DNA Technology,1
Genetics & Molecular Biology,Recombinant Dna Technology,1
Recombinant DNA Technology,Recombinant Dna Technology,1
Biotechnology,Reporter Genes,1
Genetics & Molecular Biology,Reporter Genes,1
Drug-Induced Hemolysis,Drug-induced Hemolysis,1
Drug-Induced Hemolysis,Genetics & Molecular Biology,1
Drug-Induced Hemolysis,Hematopathology,1
Drug-induced Hemolysis,Genetics & Molecular Biology,1
Drug-induced Hemolysis,Hematopathology,1
Cardiology,Lipoproteins,1
Cellular Physiology,Phagocytosis,1
Autoimmune Diseases,Autoimmunity,1
Autoimmune Diseases,Hematopathology,1
Autoimmunity,Hematopathology,1
Drug Eruptions,Drug Reactions,1
Drug Eruptions,Hypersensitivity,1
Drug Reactions,Hypersensitivity,1
Antibodies,Humoral Immunity,1
Apoptosis,Cell Biology,1
Apoptosis,Cellular Pathology,1
Cell Biology,Cellular Pathology,1
Cell Biology,Cellular Immunity,1
Coagulation Disorders,Hemostasis,1
Complement System,Innate Immunity,1
Immunology,Oxidative Stress,1
Immunology,Reactive Oxygen Species,1
Oxidative Stress,Reactive Oxygen Species,1
Growth & Development,Thrombopoietic Agents,1
Hematopathology,Thrombopoietic Agents,1
Antitubercular Drugs,Vitamins & Nutrition,1
Antitubercular drugs,Vitamins & Nutrition,1
Postpartum Hemorrhage,Uterotonic drugs,1
Postpartum hemorrhage,Uterotonic drugs,1
Anticancer Drugs,Breast & Endocrine Surgery,1
Anticancer drugs,Breast & Endocrine Surgery,1
Antianginal Drugs,Ischemic heart disease,1
Antianginal drugs,Ischemic heart disease,1
Endocrine Pharmacology,Water and electrolyte balance,1
Antiviral Pharmacology,Antiviral drugs,1
Antiviral Pharmacology,HIV,1
Antiviral drugs,HIV,1
Antihypertensives,Lithium,1
Cardiology,Lithium,1
Adverse drug reactions,Immunomodulators,1
Adverse drug reactions,Immunopharmacology,1
Antifungal Pharmacology,Antifungal drugs,1
Antifungal Pharmacology,Electrolyte imbalance,1
Antifungal drugs,Electrolyte imbalance,1
Bone metabolism,Musculoskeletal Pharmacology,1
Bone metabolism,Osteoporosis,1
Musculoskeletal Pharmacology,Osteoporosis,1
Arrhythmias,Cardiac glycosides,1
Cardiac glycosides,Cardiology,1
Neuropharmacology,Opioids,1
Neuropharmacology,Receptor pharmacology,1
Opioids,Receptor pharmacology,1
Cardiology,Pulmonary hypertension,1
Heart failure,Pulmonary hypertension,1
Antiemetics,Pharmacokinetics,1
Gastrointestinal,Pharmacokinetics,1
Enzyme Inhibitors,General Pharmacology,1
Enzyme Inhibitors,Toxicology,1
General Pharmacology,Toxicology,1
Gynaecological Pharmacology,Reproductive,1
Gynaecological Pharmacology,Uterine Disorders,1
Reproductive,Uterine Disorders,1
Anticancer Drugs,Molecular targeted therapy,1
Anticancer drugs,Molecular targeted therapy,1
Menopause,Reproductive,1
Antidiabetic Drugs,Endocrinology,1
Endocrine Pharmacology,Opioid Pharmacology,1
Neurology,Opioid Pharmacology,1
Endocrine Pharmacology,Migraine Prophylaxis,1
General Medicine,Migraine Prophylaxis,1
Chemotherapy Adverse Effects,Endocrine Pharmacology,1
Chemotherapy Adverse Effects,General Medicine,1
Diabetes Mellitus Management,Endocrinology,1
Diabetes Mellitus Management,General Medicine,1
Drug Adverse Effects,Endocrine Pharmacology,1
Drug Adverse Effects,General Medicine,1
Infectious Diseases,Plague,1
Fungal Toxins,Mycology,1
Fungal Toxins,Toxins,1
Mycology,Toxins,1
Bacterial Virulence Factors,Bacteriology,1
Bacteriology,Campylobacter,1
Campylobacter,Gastrointestinal,1
Infectious Diseases,Viral Perinatal Transmission,1
Viral Perinatal Transmission,Virology,1
Infectious Diseases,Neglected Tropical Diseases,1
Infectious Diseases,Yaws,1
Neglected Tropical Diseases,Yaws,1
Acute Phase Reactants,C-Reactive Protein,1
Acute Phase Reactants,C-reactive protein,1
Acute Phase Reactants,Immunology,1
C-Reactive Protein,C-reactive protein,1
C-Reactive Protein,Immunology,1
C-reactive protein,Immunology,1
Acute Cystitis,Clinical Pathology,1
Acute Cystitis,Infectious Diseases,1
Clinical Pathology,Infectious Diseases,1
Infectious Diseases,Sterile Pyuria,1
Nephrology,Sterile Pyuria,1
Nematodes,Toxocariasis,1
Parasitology,Toxocariasis,1
Antigen Properties,Antigen properties,1
Antigen Properties,Antigens,1
Antigen Properties,Immunology,1
Antigen properties,Antigens,1
Antigen properties,Immunology,1
Antigens,Immunology,1
Bacteriology,Gram Positive Cocci,1
Gram Positive Cocci,Gram positive cocci,1
Gram Positive Cocci,Identification,1
Gram positive cocci,Identification,1
Bacteriology,Nocardiosis,1
Nocardiosis,Pulmonology,1
Endophthalmitis,Post-operative complications,1
Bacteriology,Streptococcus Pneumoniae,1
Bacteriology,Streptococcus pneumoniae,1
Gram positive cocci,Streptococcus Pneumoniae,1
Gram positive cocci,Streptococcus pneumoniae,1
Streptococcus Pneumoniae,Streptococcus pneumoniae,1
Diphtheria,Infectious Diseases,1
Child Abuse,Non-Accidental Injury,1
Child Abuse,Non-accidental injury,1
Child Abuse,Trauma,1
Non-Accidental Injury,Non-accidental injury,1
Non-Accidental Injury,Trauma,1
Non-accidental injury,Trauma,1
SUBJ:Pediatrics,SUBJ:Forensic Medicine,1
Gunshot Residue Analysis,Gunshot residue analysis,1
Gunshot Residue Analysis,Thanatology,1
Gunshot residue analysis,Thanatology,1
Head Injuries,Head injuries,1
Head Injuries,Thanatology,1
Head Injuries,Trauma,1
Head injuries,Thanatology,1
Head injuries,Trauma,1
Injury Patterns,Injury patterns,1
Injury Patterns,Thanatology,1
Injury Patterns,Trauma,1
Injury patterns,Thanatology,1
Injury patterns,Trauma,1
Chemical Poisons,Chemical poisons,1
Chemical Poisons,Thanatology,1
Chemical Poisons,Toxicology,1
Chemical poisons,Thanatology,1
Chemical poisons,Toxicology,1
Road Traffic Injuries,Road traffic injuries,1
Road Traffic Injuries,Thanatology,1
Road Traffic Injuries,Trauma,1
Road traffic injuries,Thanatology,1
Road traffic injuries,Trauma,1
Dental Anatomy,Numbering Systems,1
Regression Analysis,Research Methodology,1
Cardiology,Diet,1
International Health,Public Health,1
International Health,World Health Organization,1
Public Health,World Health Organization,1
Epidemiology,McKeown's Theory,1
Epidemiology,Mckeown'S Theory,1
McKeown's Theory,Mckeown'S Theory,1
McKeown's Theory,Public Health,1
Mckeown'S Theory,Public Health,1
Water Purification,Water Quality,1
Air Pollution,Indoor Air Pollution,1
Environmental Health,Indoor Air Pollution,1
Entomology,Vector Borne Diseases,1
Vector Borne Diseases,Vector Control,1
Diagnostic Test Evaluation,Epidemiology,1
National Health Programs,National Screening Programs,1
National Screening Programs,Screening,1
Biostatistics,Maternal Health,1
Biostatistics,Measures Of Skewness,1
Biostatistics,Measures of Skewness,1
Data Analysis,Measures Of Skewness,1
Data Analysis,Measures of Skewness,1
Measures Of Skewness,Measures of Skewness,1
Food Hygiene,Food Safety,1
Food Safety,Public Health,1
Fatty Acids,Vitamins & Nutrition,1
Environmental Health,Mosquito Control,1
Environmental Health,Vector Control,1
Mosquito Control,Vector Control,1
Epidemiology,Japanese Encephalitis,1
Infectious Diseases,Japanese Encephalitis,1
Infectious Diseases,Vector-Borne Diseases,1
Health Indicators,Mortality Indicators,1
Biostatistics,Standardization Of Rates,1
Biostatistics,Standardization of Rates,1
Epidemiology,Standardization Of Rates,1
Epidemiology,Standardization of Rates,1
Standardization Of Rates,Standardization of Rates,1
Airway Management,Neonatology,1
General Surgery,Pharyngology,1
Environment & Occupational Health,Oral Cavity Lesions,1
General Surgery,Oral Cavity Lesions,1
Endocrine Pharmacology,Otosclerosis Treatment,1
Environment & Occupational Health,Otosclerosis Treatment,1
Otology,Systemic Pathology,1
Neuro-ophthalmology,Pupil Disorders,1
Neuro-ophthalmology,Pupil disorders,1
Macular Disorders,Macular degeneration,1
Macular Disorders,Macular disorders,1
Macular degeneration,Macular disorders,1
Neuro-ophthalmology,Ocular motility,1
Ocular Motility Disorders,Ocular motility,1
Ocular Motility Disorders,Ocular motility disorders,1
Ocular motility,Ocular motility disorders,1
Infectious Diseases,Neuro-ophthalmology,1
Ocular oncology,Retinoblastoma,1
Paediatric ophthalmology,Retinoblastoma,1
Emergency Medicine,Retina,1
Headache Disorders,Squint & Pediatric Ophthalmology,1
Headache disorders,Squint & Pediatric Ophthalmology,1
Diabetic retinopathy,Endocrine Pharmacology,1
Endocrine Pharmacology,Retina,1
Genetics & Molecular Biology,Headache Disorders,1
