topic,primary_subject,question_count,years_seen,year_list,recurrence,recent_count,years_since_last,due_for_return,importance_score,priority_band
Study Designs,Community Medicine,18,9,"2012,2014,2015,2016,2017,2018,2019,2020,2025",0.562,1,0,False,67.5,High
Health Education,Community Medicine,17,8,"2010,2012,2013,2014,2015,2016,2019,2021",0.5,0,4,True,66.8,High
Pelvic anatomy,Anatomy,17,9,"2012,2013,2014,2015,2016,2017,2020,2022,2024",0.562,1,1,True,66.8,High
Peripheral nerves,Anatomy,24,6,"2012,2013,2014,2018,2020,2024",0.375,1,1,False,66.7,High
Endometriosis,OBG,21,6,"2012,2013,2014,2016,2020,2024",0.375,1,1,False,66.7,High
Lymphatic System,Anatomy,26,6,"2012,2013,2014,2015,2016,2024",0.375,1,1,False,66.6,High
Urea Cycle,Biochemistry,18,7,"2011,2012,2013,2014,2015,2016,2019",0.438,0,6,True,66.4,High
Amino Acids,Biochemistry,17,8,"2012,2013,2014,2015,2016,2017,2018,2020",0.5,0,5,True,66.4,High
Antimicrobial Resistance,Microbiology,17,8,"2010,2011,2013,2015,2016,2017,2018,2020",0.5,0,5,True,66.3,High
Thyroid Disorders,Medicine,16,9,"2011,2013,2014,2015,2016,2017,2018,2019,2020",0.562,0,5,True,66.3,High
Congenital Heart Disease,Pediatrics,26,6,"2011,2013,2014,2016,2019,2021",0.375,0,4,False,66.2,High
Arteries,Anatomy,20,6,"2010,2011,2012,2013,2019,2024",0.375,2,1,False,66.2,High
Neuromuscular Blocking Agents,Pharmacology,20,6,"2013,2014,2015,2016,2018,2019",0.375,0,6,False,66.2,High
Antidepressants,Pharmacology,17,8,"2011,2012,2013,2014,2015,2016,2018,2022",0.5,0,3,True,66.2,High
Drug Interactions,Pharmacology,16,9,"2010,2013,2014,2015,2016,2017,2018,2020,2021",0.562,0,4,True,66.2,High
Vaccination,Community Medicine,16,9,"2012,2013,2014,2015,2016,2017,2018,2019,2021",0.562,0,4,True,66.1,High
Menopause,OBG,17,10,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2025",0.625,1,0,False,65.7,High
Audiology,ENT,37,5,"2010,2013,2014,2016,2024",0.312,4,1,False,65.5,High
Surgical Instruments,Surgery,16,8,"2010,2016,2017,2018,2019,2020,2024,2025",0.5,6,0,False,65.2,High
Leukemia,Pathology,19,6,"2013,2014,2015,2016,2018,2025",0.375,2,0,False,65.1,High
Coagulation Disorders,Pathology,17,8,"2011,2012,2014,2016,2017,2018,2020,2024",0.5,1,1,True,65.1,High
Membrane Transport,Physiology,17,7,"2012,2014,2015,2016,2018,2021,2023",0.438,0,2,True,65.0,High
Purine Metabolism,Biochemistry,16,9,"2010,2012,2014,2015,2016,2017,2018,2019,2024",0.562,2,1,True,64.9,High
Osteology,Anatomy,20,6,"2011,2012,2013,2014,2017,2018",0.375,0,7,False,64.6,High
Chlamydia,Microbiology,17,7,"2010,2012,2013,2014,2015,2016,2020",0.438,0,5,True,64.4,High
Clinical Biochemistry,Biochemistry,17,7,"2010,2012,2013,2016,2017,2018,2020",0.438,0,5,True,64.4,High
Psychotic Disorders,Psychiatry,18,7,"2010,2013,2014,2019,2020,2024,2025",0.438,3,0,False,64.2,High
Substance Use,Psychiatry,16,9,"2010,2012,2013,2014,2016,2018,2020,2021,2024",0.562,1,1,True,64.2,High
Metabolic Bone Disease,Orthopedics,17,8,"2010,2012,2013,2014,2015,2016,2018,2024",0.5,1,1,True,64.1,High
Legal Medicine,Forensic Medicine,16,8,"2012,2013,2014,2015,2016,2018,2022,2024",0.5,3,1,True,63.9,High
Hiv/Aids,Medicine,16,8,"2012,2013,2014,2015,2016,2017,2018,2019",0.5,0,6,True,63.8,High
Neurotransmitters,Biochemistry,16,8,"2010,2011,2012,2013,2016,2017,2018,2019",0.5,0,6,True,63.4,High
Hip Disorders,Orthopedics,21,4,"2012,2013,2015,2025",0.25,2,0,False,63.2,High
Uterine Prolapse,OBG,16,8,"2012,2014,2015,2016,2017,2018,2024,2025",0.5,4,0,False,62.9,High
Delusional Disorders,Psychiatry,21,4,"2013,2014,2015,2024",0.25,1,1,False,62.7,High
Peptic Ulcer Disease,Medicine,16,7,"2013,2014,2015,2016,2017,2018,2019",0.438,0,6,True,62.4,High
Placenta,OBG,16,7,"2012,2014,2015,2016,2017,2018,2022",0.438,0,3,True,62.2,High
Legal Procedures,Forensic Medicine,15,9,"2012,2016,2017,2019,2020,2021,2022,2024,2025",0.562,3,0,False,61.9,High
Hearing loss,ENT,16,7,"2012,2013,2014,2015,2018,2019,2022",0.438,0,3,True,61.7,High
Radiation Physics,Radiology,16,7,"2010,2012,2013,2015,2016,2017,2018",0.438,0,7,True,61.6,High
Neurosurgery,Surgery,15,9,"2011,2013,2014,2016,2019,2022,2023,2024,2025",0.562,2,0,False,61.5,High
Connective Tissue,Biochemistry,15,8,"2012,2013,2014,2015,2019,2020,2021,2022",0.5,0,3,True,61.3,High
Head Injury,Medicine,15,9,"2011,2012,2013,2014,2015,2017,2018,2019,2024",0.562,1,1,True,61.2,High
Drowning,Forensic Medicine,19,5,"2012,2013,2014,2015,2024",0.312,1,1,False,60.8,High
Colorectal Surgery,Surgery,17,7,"2010,2012,2013,2015,2016,2021,2024",0.438,2,1,False,60.4,High
Metabolic disorders,Biochemistry,17,7,"2013,2014,2015,2016,2018,2023,2024",0.438,1,1,False,60.3,High
Research Methodology,Community Medicine,15,9,"2011,2012,2014,2015,2016,2019,2020,2021,2025",0.562,2,0,False,60.3,High
General Pharmacology,Pharmacology,15,7,"2010,2011,2012,2018,2019,2020,2023",0.438,0,2,True,60.1,High
Protein Chemistry,Biochemistry,18,6,"2012,2013,2014,2015,2016,2018",0.375,0,7,False,59.4,High
Asthma,Medicine,15,8,"2013,2014,2015,2016,2019,2022,2024,2025",0.5,3,0,False,59.1,High
Surgical Procedures,Surgery,13,11,"2010,2013,2015,2016,2017,2018,2019,2020,2021,2024,2025",0.688,2,0,False,59.1,High
Ballistics,Forensic Medicine,17,6,"2014,2015,2016,2019,2022,2024",0.375,1,1,False,58.9,High
Thermoregulation,Physiology,16,7,"2012,2013,2014,2016,2017,2018,2024",0.438,2,1,False,58.7,High
Waste Management,Community Medicine,14,8,"2012,2014,2015,2017,2018,2019,2020,2022",0.5,0,3,True,58.7,High
Asphyxial Deaths,Forensic Medicine,15,8,"2012,2013,2014,2018,2019,2022,2024,2025",0.5,2,0,False,58.6,High
Helminthology,Microbiology,18,5,"2012,2013,2019,2021,2022",0.312,0,3,False,58.3,High
Cardiothoracic,Surgery,14,7,"2010,2014,2018,2019,2020,2021,2023",0.438,0,2,True,58.3,High
Neuropathology,Pathology,14,8,"2011,2012,2013,2015,2016,2019,2024,2025",0.5,5,0,False,58.0,High
Inflammatory Bowel Disease,Medicine,13,9,"2013,2014,2015,2016,2017,2018,2019,2020,2022",0.562,0,3,True,58.0,High
CT & MRI,Radiology,14,7,"2015,2017,2018,2019,2021,2024,2025",0.438,5,0,False,57.7,High
Lymphatic system,Anatomy,18,5,"2010,2012,2013,2014,2016",0.312,0,9,False,57.5,High
Amenorrhea,OBG,16,7,"2010,2012,2014,2016,2018,2020,2024",0.438,1,1,False,57.5,High
Movement Disorders,Medicine,14,8,"2014,2016,2017,2018,2022,2023,2024,2025",0.5,3,0,False,57.3,High
Antimalarial drugs,Pharmacology,17,6,"2012,2013,2014,2015,2016,2018",0.375,0,7,False,57.0,High
Esophagus,Anatomy,16,6,"2012,2013,2015,2016,2021,2024",0.375,2,1,False,56.7,High
Electrolyte disorders,Medicine,14,8,"2012,2013,2014,2015,2016,2018,2020,2024",0.5,1,1,True,56.5,High
Mania,Psychiatry,19,3,"2013,2014,2015",0.188,0,10,False,56.4,High
Brachial Plexus,Anatomy,17,5,"2011,2013,2015,2021,2024",0.312,1,1,False,56.2,High
Diagnostic Tests,Microbiology,13,8,"2010,2012,2015,2016,2017,2018,2019,2021",0.5,0,4,True,56.2,High
Vestibular Disorders,ENT,17,4,"2013,2014,2022,2024",0.25,3,1,False,56.0,High
Nucleotide Metabolism,Biochemistry,16,6,"2012,2013,2014,2015,2016,2024",0.375,2,1,False,56.0,High
Culture Media,Microbiology,13,8,"2012,2013,2014,2016,2019,2020,2021,2022",0.5,0,3,True,55.8,High
Pediatric Surgery,Surgery,14,8,"2010,2012,2014,2015,2016,2022,2024,2025",0.5,2,0,False,55.6,High
Pharmacodynamics,Pharmacology,16,6,"2013,2014,2015,2016,2019,2020",0.375,0,5,False,55.2,High
Serology,Microbiology,16,6,"2012,2013,2015,2016,2018,2021",0.375,0,4,False,54.9,High
Preeclampsia,OBG,14,7,"2012,2014,2016,2018,2020,2022,2024",0.438,2,1,False,54.6,High
Refraction,Ophthalmology,16,6,"2012,2013,2014,2015,2016,2017",0.375,0,8,False,54.5,High
Antimalarial Drugs,Pharmacology,16,6,"2012,2013,2014,2015,2016,2018",0.375,0,7,False,54.3,High
Pediatric Oncology,Pediatrics,16,6,"2012,2013,2014,2015,2016,2019",0.375,0,6,False,54.3,High
Congenital anomalies,Surgery,13,8,"2012,2013,2014,2016,2019,2020,2021,2024",0.5,1,1,True,54.3,High
Drug Metabolism,Pharmacology,13,7,"2013,2014,2015,2016,2017,2018,2020",0.438,0,5,True,54.2,High
Clinical Pharmacology,Pharmacology,13,7,"2010,2013,2015,2016,2017,2018,2019",0.438,0,6,True,54.1,High
Age Estimation,Forensic Medicine,15,4,"2013,2014,2016,2024",0.25,6,1,False,53.8,High
Cerebellum,Anatomy,14,7,"2010,2012,2013,2014,2015,2019,2024",0.438,3,1,False,53.7,High
Anticancer Drugs,Pharmacology,13,7,"2011,2012,2013,2014,2015,2022,2023",0.438,0,2,True,53.6,High
Sensory Physiology,Physiology,15,5,"2012,2013,2014,2015,2024",0.312,4,1,False,53.5,High
Cervical Cancer,OBG,13,7,"2010,2012,2013,2014,2015,2016,2018",0.438,0,7,True,53.5,High
Psychotherapy,Psychiatry,13,7,"2010,2013,2015,2016,2017,2018,2021",0.438,0,4,True,53.4,High
Bioenergetics,Biochemistry,18,3,"2012,2013,2014",0.188,0,11,False,53.3,High
Glomerular diseases,Pathology,18,3,"2012,2013,2022",0.188,0,3,False,53.3,High
Antiarrhythmic Drugs,Pharmacology,12,10,"2012,2014,2015,2016,2017,2018,2019,2020,2022,2025",0.625,1,0,False,53.3,High
Scabies,Dermatology,16,5,"2013,2014,2015,2016,2019",0.312,0,6,False,53.0,High
Pituitary Disorders,Medicine,12,9,"2011,2013,2016,2017,2018,2020,2022,2024,2025",0.562,2,0,False,52.9,High
Antidiabetic Drugs,Pharmacology,17,4,"2011,2013,2014,2016",0.25,0,9,False,52.8,High
Pelvic Inflammatory Disease,OBG,15,6,"2013,2014,2015,2016,2018,2020",0.375,0,5,False,52.6,High
Pelvic Organ Prolapse,OBG,12,9,"2012,2013,2016,2017,2018,2019,2021,2024,2025",0.562,2,0,False,52.6,High
Optics,Ophthalmology,12,7,"2012,2013,2014,2015,2016,2019,2023",0.438,0,2,True,52.3,High
Oxidative Phosphorylation,Biochemistry,14,7,"2012,2013,2015,2016,2019,2022,2024",0.438,1,1,False,52.1,High
Conjunctiva,Ophthalmology,15,6,"2012,2013,2014,2015,2016,2019",0.375,0,6,False,52.0,High
Sleep disorders,Psychiatry,15,6,"2012,2013,2014,2015,2016,2019",0.375,0,6,False,51.9,High
Chest Radiology,Radiology,14,7,"2011,2012,2014,2015,2016,2019,2024",0.438,1,1,False,51.9,High
Antifungal Drugs,Pharmacology,12,7,"2010,2012,2015,2016,2018,2019,2020",0.438,0,5,True,51.6,High
Electrolyte Disorders,Medicine,12,7,"2013,2015,2016,2017,2018,2019,2022",0.438,0,3,True,51.6,High
Knee,Orthopedics,15,6,"2011,2012,2013,2014,2015,2016",0.375,0,9,False,51.4,High
Maternal Health,Community Medicine,12,7,"2011,2012,2013,2014,2015,2021,2022",0.438,0,3,True,51.1,High
Neuropharmacology,Pharmacology,12,7,"2011,2013,2014,2016,2017,2018,2021",0.438,0,4,True,51.1,High
Antidiabetic drugs,Pharmacology,17,3,"2013,2014,2016",0.188,0,9,False,51.0,High
Meningitis,Microbiology,12,7,"2010,2012,2013,2014,2016,2020,2022",0.438,0,3,True,51.0,High
Dislocations,Orthopedics,11,9,"2012,2014,2015,2016,2017,2018,2019,2022,2024",0.562,1,1,True,50.9,High
Ocular Anatomy,Ophthalmology,17,3,"2012,2013,2016",0.188,0,9,False,50.8,High
Acid-Base Disorders,Medicine,12,8,"2010,2011,2013,2018,2020,2022,2024,2025",0.5,2,0,False,50.8,High
Psychopathology,Psychiatry,16,4,"2012,2013,2014,2021",0.25,0,4,False,50.5,High
Injuries & Trauma,Forensic Medicine,13,7,"2013,2015,2016,2018,2020,2021,2025",0.438,1,0,False,50.2,High
Glycolysis,Biochemistry,16,4,"2012,2013,2014,2015",0.25,0,10,False,50.0,High
Oral Cavity,ENT,13,7,"2013,2014,2015,2016,2017,2021,2024",0.438,1,1,False,50.0,High
Sleep,Physiology,14,5,"2013,2014,2015,2020,2024",0.312,2,1,False,49.5,High
Cell Physiology,Physiology,13,7,"2012,2013,2014,2017,2018,2023,2024",0.438,1,1,False,49.5,High
Osteoporosis,Orthopedics,11,8,"2011,2014,2016,2017,2018,2020,2021,2024",0.5,1,1,True,49.5,High
Muscles,Anatomy,15,5,"2010,2012,2013,2017,2018",0.312,0,7,False,49.3,High
Culture media,Microbiology,14,6,"2012,2013,2014,2016,2020,2021",0.375,0,4,False,49.3,High
Anticancer drugs,Pharmacology,14,6,"2011,2013,2014,2015,2020,2023",0.375,0,2,False,49.2,High
Cardiac Arrhythmias,Medicine,13,6,"2010,2016,2018,2019,2020,2025",0.375,1,0,False,49.2,High
Glycosaminoglycans,Biochemistry,12,7,"2012,2013,2014,2015,2021,2024,2025",0.438,3,0,False,49.2,High
Maternal And Child Health,Community Medicine,14,6,"2010,2012,2013,2014,2016,2022",0.375,0,3,False,49.0,High
Electron Transport Chain,Biochemistry,13,6,"2012,2013,2014,2016,2022,2024",0.375,2,1,False,49.0,High
Apoptosis,Pathology,11,9,"2010,2011,2012,2013,2014,2015,2019,2024,2025",0.562,2,0,False,49.0,High
Antipsychotic drugs,Pharmacology,14,6,"2012,2013,2014,2015,2016,2018",0.375,0,7,False,48.9,High
Cerebral circulation,Anatomy,16,3,"2013,2014,2016",0.188,0,9,False,48.8,High
Vestibular disorders,ENT,15,4,"2013,2014,2022,2024",0.25,1,1,False,48.8,High
Child Health,Community Medicine,13,6,"2010,2016,2017,2018,2021,2025",0.375,1,0,False,48.7,High
Antiepileptic Drugs,Pharmacology,14,6,"2010,2012,2013,2014,2015,2016",0.375,0,9,False,48.6,High
Pulmonary Embolism,Medicine,11,8,"2010,2012,2013,2014,2016,2017,2020,2025",0.5,3,0,False,48.6,High
Cholesteatoma,ENT,16,3,"2013,2014,2016",0.188,0,9,False,48.4,High
Uterine Fibroids,OBG,11,7,"2012,2013,2014,2016,2017,2018,2019",0.438,0,6,True,48.3,High
Congenital heart disease,Pediatrics,11,7,"2012,2013,2015,2016,2018,2019,2020",0.438,0,5,True,48.2,High
Postpartum hemorrhage,OBG,11,7,"2011,2012,2013,2014,2016,2019,2022",0.438,0,3,True,47.9,High
Transplantation,Pathology,10,8,"2010,2014,2015,2016,2017,2018,2019,2020",0.5,0,5,True,47.9,High
Prostaglandins,Pharmacology,14,5,"2012,2013,2018,2019,2020",0.312,0,5,False,47.7,High
Chromosomal Abnormalities,Pathology,14,5,"2013,2014,2015,2016,2020",0.312,0,5,False,47.6,High
Sarcoidosis,Medicine,14,5,"2013,2014,2015,2018,2022",0.312,0,3,False,47.4,High
General Physiology,Physiology,13,5,"2010,2016,2022,2023,2024",0.312,1,1,False,47.3,High
Otosclerosis,ENT,14,5,"2010,2013,2015,2016,2019",0.312,0,6,False,47.2,High
Abnormal Uterine Bleeding,OBG,10,8,"2011,2012,2013,2014,2016,2018,2019,2020",0.5,0,5,True,47.2,High
Citric Acid Cycle,Biochemistry,14,5,"2012,2013,2014,2015,2016",0.312,0,9,False,47.1,High
Gout,Pharmacology,14,4,"2014,2017,2018,2024",0.25,1,1,False,47.0,High
Hearing Loss,ENT,11,7,"2013,2014,2015,2018,2022,2024,2025",0.438,3,0,False,47.0,High
Gluconeogenesis,Biochemistry,14,5,"2012,2013,2014,2015,2016",0.312,0,9,False,46.9,High
Neuroradiology,Radiology,12,6,"2013,2015,2016,2019,2021,2024",0.375,2,1,False,46.9,High
Disaster management,Community Medicine,13,5,"2013,2015,2019,2024,2025",0.312,2,0,False,46.6,High
Nucleic Acids,Biochemistry,13,6,"2012,2013,2014,2016,2020,2022",0.375,0,3,False,46.6,High
Breech Presentation,OBG,10,8,"2013,2014,2015,2016,2018,2019,2022,2024",0.5,1,1,True,46.6,High
Delusional disorders,Psychiatry,16,2,"2013,2015",0.125,0,10,False,46.5,High
Ocular anatomy,Ophthalmology,16,2,"2013,2016",0.125,0,9,False,46.4,High
Electrocardiography,Medicine,13,6,"2012,2013,2014,2015,2016,2019",0.375,0,6,False,46.4,High
Antiepileptic drugs,Pharmacology,13,6,"2010,2012,2013,2014,2015,2016",0.375,0,9,False,46.1,High
Peripheral Nervous System,Anatomy,12,6,"2011,2012,2015,2016,2019,2024",0.375,2,1,False,46.1,High
Complement System,Microbiology,13,6,"2011,2012,2013,2014,2017,2018",0.375,0,7,False,46.0,High
Peripheral Nerve Injuries,Orthopedics,13,5,"2012,2014,2015,2018,2023",0.312,0,2,False,46.0,High
Hypertension,Medicine,12,6,"2010,2014,2015,2016,2021,2024",0.375,2,1,False,46.0,High
Fetal Circulation,Anatomy,10,7,"2011,2012,2013,2016,2017,2020,2021",0.438,0,4,True,45.9,High
Nail Disorders,Dermatology,10,7,"2012,2013,2014,2015,2016,2019,2022",0.438,0,3,True,45.7,High
Plastic Surgery,Surgery,13,4,"2012,2020,2022,2023",0.25,0,2,False,45.6,High
Lacrimal Apparatus,Ophthalmology,15,3,"2012,2013,2014",0.188,0,11,False,45.5,High
Metabolic bone disease,Orthopedics,11,7,"2012,2013,2014,2015,2018,2024,2025",0.438,2,0,False,45.3,High
Otitis media,ENT,14,4,"2013,2015,2016,2020",0.25,0,5,False,45.2,High
Conjunctivitis,Ophthalmology,11,7,"2013,2014,2016,2017,2018,2021,2024",0.438,1,1,False,44.8,Medium
Dementia,Medicine,9,8,"2010,2012,2014,2015,2016,2018,2019,2020",0.5,0,5,True,44.7,Medium
Gestational Trophoblastic Disease,OBG,12,6,"2010,2014,2015,2016,2019,2021",0.375,0,4,False,44.2,Medium
Antihypertensive Drugs,Pharmacology,11,7,"2010,2012,2014,2015,2017,2018,2024",0.438,1,1,False,44.1,Medium
Poisoning,Forensic Medicine,12,4,"2018,2021,2022,2024",0.25,2,1,False,44.0,Medium
Sleep Disorders,Psychiatry,12,6,"2012,2013,2014,2015,2016,2019",0.375,0,6,False,43.9,Medium
Sterilization & Hospital Infection,Microbiology,12,6,"2012,2013,2014,2016,2017,2018",0.375,0,7,False,43.9,Medium
Cns Pharmacology,Pharmacology,11,7,"2010,2012,2013,2016,2018,2022,2024",0.438,1,1,False,43.9,Medium
Hemoglobinopathies,Pathology,12,6,"2010,2012,2013,2014,2016,2022",0.375,0,3,False,43.8,Medium
Dyslipidemia,Pharmacology,13,3,"2013,2014,2024",0.188,3,1,False,43.7,Medium
Cytokines,Pathology,10,7,"2013,2014,2015,2019,2020,2022,2024",0.438,2,1,False,43.6,Medium
Lacrimal apparatus,Ophthalmology,15,2,"2012,2013",0.125,0,12,False,43.5,Medium
Energy Metabolism,Physiology,11,7,"2010,2011,2012,2013,2014,2015,2025",0.438,1,0,False,43.5,Medium
Anthropometry,Forensic Medicine,14,3,"2012,2013,2014",0.188,0,11,False,42.9,Medium
Pancreatitis,Medicine,12,5,"2015,2016,2017,2018,2023",0.312,0,2,False,42.8,Medium
Psoriasis,Dermatology,11,6,"2012,2014,2015,2016,2022,2024",0.375,1,1,False,42.6,Medium
Diabetic retinopathy,Ophthalmology,13,4,"2011,2012,2013,2016",0.25,0,9,False,42.5,Medium
Knee Injuries,Orthopedics,11,6,"2013,2014,2015,2018,2020,2024",0.375,1,1,False,42.4,Medium
Musculoskeletal System,Anatomy,11,6,"2016,2017,2018,2019,2020,2021",0.375,0,4,False,42.4,Medium
Nuclear Medicine,Radiology,13,4,"2012,2014,2015,2016",0.25,0,9,False,42.1,Medium
Urinary system,Anatomy,11,6,"2012,2013,2014,2015,2016,2025",0.375,1,0,False,42.0,Medium
Rheumatic Fever,Medicine,10,7,"2013,2014,2017,2018,2019,2022,2024",0.438,1,1,False,42.0,Medium
Rheumatoid Arthritis,Medicine,10,7,"2013,2014,2016,2017,2018,2022,2025",0.438,1,0,False,42.0,Medium
Skin Lesions,Dermatology,10,7,"2013,2014,2015,2016,2017,2018,2024",0.438,1,1,False,42.0,Medium
Radiotherapy,Radiology,11,6,"2013,2014,2015,2016,2018,2023",0.375,0,2,False,41.9,Medium
Wound Management,Surgery,11,6,"2014,2015,2016,2018,2020,2023",0.375,0,2,False,41.9,Medium
Medical jurisprudence,Forensic Medicine,10,6,"2013,2014,2019,2021,2022,2024",0.375,2,1,False,41.9,Medium
Sexual Assault,Forensic Medicine,11,6,"2012,2014,2018,2019,2020,2022",0.375,0,3,False,41.8,Medium
Chromosomal Disorders,Medicine,10,7,"2012,2013,2014,2015,2016,2021,2024",0.438,1,1,False,41.8,Medium
Reflexes,Physiology,11,6,"2013,2014,2015,2016,2019,2020",0.375,0,5,False,41.6,Medium
Complement system,Microbiology,12,5,"2012,2013,2014,2016,2018",0.312,0,7,False,41.5,Medium
Connective Tissue Disorders,Medicine,9,5,"2013,2019,2020,2024,2025",0.312,5,0,False,41.5,Medium
Obesity,Community Medicine,12,5,"2010,2012,2013,2014,2015",0.312,0,10,False,41.4,Medium
Viral Hepatitis,Medicine,11,6,"2010,2014,2015,2017,2018,2022",0.375,0,3,False,41.4,Medium
Thyroid Neoplasms,Pathology,10,7,"2011,2012,2013,2014,2015,2020,2024",0.438,1,1,False,41.4,Medium
Middle Ear,Anatomy,12,5,"2012,2013,2014,2015,2016",0.312,0,9,False,41.3,Medium
Binocular Vision,Ophthalmology,10,4,"2013,2021,2024,2025",0.25,5,0,False,41.3,Medium
Facial Nerve,Anatomy,13,3,"2013,2015,2016",0.188,0,9,False,41.1,Medium
Neonatal Resuscitation,Pediatrics,11,6,"2012,2014,2015,2016,2017,2018",0.375,0,7,False,41.1,Medium
Wilson Disease,Medicine,8,8,"2010,2013,2014,2015,2018,2019,2023,2024",0.5,1,1,True,41.1,Medium
DNA Replication,Biochemistry,11,6,"2012,2013,2015,2016,2017,2018",0.375,0,7,False,41.0,Medium
Cerebral Circulation,Anatomy,12,4,"2013,2014,2020,2024",0.25,1,1,False,40.9,Medium
Brainstem Syndromes,Medicine,10,6,"2016,2017,2018,2019,2020,2024",0.375,1,1,False,40.8,Medium
Postpartum Complications,OBG,8,8,"2016,2017,2018,2019,2020,2022,2024,2025",0.5,2,0,False,40.8,Medium
Cell Signaling,Physiology,8,7,"2013,2015,2016,2018,2020,2021,2023",0.438,0,2,True,40.7,Medium
Head and neck,Anatomy,12,4,"2012,2013,2016,2025",0.25,1,0,False,40.5,Medium
Antimicrobial resistance,Microbiology,11,5,"2013,2015,2016,2018,2024",0.312,1,1,False,40.4,Medium
Epidemiological Study Designs,Community Medicine,8,7,"2012,2014,2016,2017,2018,2019,2020",0.438,0,5,True,40.4,Medium
Eating Disorders,Psychiatry,11,5,"2014,2015,2018,2020,2022",0.312,0,3,False,40.3,Medium
Diabetic Retinopathy,Ophthalmology,10,6,"2012,2014,2016,2021,2022,2024",0.375,1,1,False,40.3,Medium
Vector Control,Community Medicine,11,5,"2011,2013,2014,2016,2025",0.312,1,0,False,40.2,Medium
Gas Exchange,Physiology,8,7,"2012,2014,2015,2016,2017,2018,2020",0.438,0,5,True,40.2,Medium
Sexual Dysfunction,Psychiatry,8,7,"2012,2013,2014,2015,2018,2019,2023",0.438,0,2,True,40.2,Medium
Skeletal Radiology,Radiology,8,7,"2012,2013,2016,2017,2018,2019,2020",0.438,0,5,True,40.2,Medium
Imaging,Radiology,8,7,"2012,2013,2014,2016,2017,2019,2021",0.438,0,4,True,40.1,Medium
Antitubercular Drugs,Pharmacology,10,6,"2011,2014,2015,2018,2022,2025",0.375,1,0,False,40.0,Medium
Sexual Disorders,Psychiatry,10,6,"2012,2015,2018,2019,2021,2023",0.375,0,2,False,39.9,Medium
Contraindications,Anaesthesia,8,7,"2011,2013,2014,2015,2016,2017,2018",0.438,0,7,True,39.9,Medium
Hepatitis B,Microbiology,10,6,"2012,2013,2014,2016,2018,2024",0.375,1,1,False,39.8,Medium
Substance Abuse,Psychiatry,10,6,"2011,2012,2013,2019,2020,2024",0.375,1,1,False,39.6,Medium
Neurocutaneous Syndromes,Pediatrics,8,7,"2010,2011,2012,2013,2016,2017,2018",0.438,0,7,True,39.6,Medium
Preventive Medicine,Community Medicine,10,5,"2012,2018,2019,2020,2025",0.312,2,0,False,39.5,Medium
Cellular Physiology,Physiology,10,6,"2011,2012,2013,2014,2016,2024",0.375,1,1,False,39.4,Medium
Urolithiasis,Pathology,8,6,"2012,2013,2017,2018,2024,2025",0.375,4,0,False,39.4,Medium
Bacterial Toxins,Microbiology,9,7,"2012,2013,2014,2016,2020,2022,2024",0.438,1,1,False,39.2,Medium
COPD,Medicine,9,7,"2013,2014,2015,2016,2017,2018,2024",0.438,1,1,False,39.2,Medium
Cardiac Cycle,Physiology,9,7,"2010,2013,2015,2016,2017,2018,2024",0.438,1,1,False,39.2,Medium
Urinary System,Anatomy,10,5,"2012,2013,2014,2016,2025",0.312,2,0,False,39.0,Medium
Retinoblastoma,Ophthalmology,10,6,"2011,2014,2015,2016,2019,2021",0.375,0,4,False,38.9,Medium
Protein Synthesis,Biochemistry,11,5,"2012,2013,2014,2016,2019",0.312,0,6,False,38.8,Medium
Paranasal Sinuses,Radiology,10,6,"2013,2014,2015,2016,2018,2020",0.375,0,5,False,38.7,Medium
Water Quality,Community Medicine,10,6,"2011,2014,2015,2016,2017,2018",0.375,0,7,False,38.7,Medium
Fluid and Electrolyte Balance,Medicine,9,6,"2012,2014,2016,2022,2024,2025",0.375,2,0,False,38.7,Medium
Medical Negligence,Forensic Medicine,10,6,"2012,2013,2014,2018,2020,2022",0.375,0,3,False,38.6,Medium
